,char_id,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level
4414,23717,12,12,15,14,10,13,8,Goliath,Monk,1,,,,1
4415,23718,12,13,15,14,8,12,10,Dwarf,Barbarian,1,,,,1
4416,23719,12,14,12,13,8,10,15,Dragonborn,Paladin,1,,,,1
4417,23724,12,10,14,13,12,15,8,Elf,Cleric,1,,,,1
4418,23727,16,12,16,16,13,15,14,Elf,Fighter,3,Arcane Archer,,,3
4419,23735,10,15,13,14,10,12,8,Human,Fighter,1,,,,1
4420,23737,12,0,0,0,0,0,0,Elf,Ranger,1,,Monk,,2
4421,23746,12,10,15,14,8,13,12,Elf,Fighter,5,Champion,,,5
4422,23750,10,15,13,14,10,12,8,Genasi,Fighter,1,,,,1
4423,23755,12,15,15,15,8,8,8,Human,Monk,1,,,,1
4424,23765,21,8,14,14,8,10,9,Human,Fighter,2,,Sorcerer/Monk,Draconic Bloodline/Way of the Open Hand,5
4425,23768,12,0,0,0,0,0,0,Human,Warlock,1,The Fiend,,,1
4426,23770,12,8,8,8,8,8,8,Half-Elf,Barbarian,1,,,,1
4427,23771,6,8,13,14,12,10,15,Human,Sorcerer,1,Draconic Bloodline,,,1
4428,23772,12,8,16,12,14,10,16,Human,Warlock,1,The Fiend,,,1
4429,23775,12,0,0,0,0,0,0,Aarakocra,Ranger,1,,,,1
4430,23788,12,8,15,13,10,12,14,Halfling,Cleric,1,Life Domain,,,1
4431,23799,12,14,15,13,13,11,13,Half-Elf,Rogue,1,,,,1
4432,23808,12,0,0,0,0,0,0,Human,Fighter,1,,,,1
4433,23820,43,10,12,14,8,15,13,Elf,Cleric,8,Life Domain,,,8
4434,23821,12,10,14,14,10,14,10,Human,Cleric,1,,,,1
4435,23828,12,4,13,11,11,15,15,Dwarf,Barbarian,1,,,,1
4436,23830,12,0,0,0,0,0,0,Halfling,Rogue,8,,,,8
4437,23832,94,11,13,15,10,11,4,Dragonborn,Fighter,15,Champion,,,15
4438,23834,12,15,12,14,10,12,9,Human,Rogue,1,,,,1
4439,23835,8,8,13,14,12,10,15,Tiefling,Warlock,4,The Fiend,,,4
4440,23841,56,16,17,16,13,12,12,Half-Orc,Monk,10,Way of the Open Hand,,,10
4441,23844,12,0,0,0,0,0,0,Goliath,Fighter,9,Champion,,,9
4442,23847,22,14,12,15,8,10,13,Dragonborn,Paladin,5,Oath of Devotion,,,5
4443,23850,12,15,15,15,14,15,17,Human,Paladin,1,,,,1
4444,23854,12,15,15,13,8,11,9,Human,Monk,1,,,,1
4445,23856,12,15,12,12,12,10,12,Elf,Druid,1,,,,1
4446,23857,12,10,8,12,15,13,14,Gnome,Wizard,1,,,,1
4447,23859,12,8,15,12,10,13,14,Dwarf,Rogue,1,,,,1
4448,23861,12,14,10,12,6,8,15,Human,Ranger,1,,Fighter/Druid,Champion/Circle of the Land (Arctic),4
4449,23874,38,20,18,20,14,17,13,Dragonborn,Fighter,15,Champion,,,15
4450,23875,12,8,14,14,15,11,9,Tiefling,Wizard,1,,,,1
4451,23880,20,8,10,13,10,11,11,Halfling,Bard,4,College of Lore,,,4
4452,23881,12,8,13,10,15,14,12,Human,Wizard,1,,,,1
4453,23889,12,16,17,18,14,15,10,Dwarf,Paladin,5,Oath of Devotion,,,5
4454,23893,12,8,13,10,15,14,12,Human,Wizard,1,,,,1
4455,23895,12,10,20,16,14,14,12,Half-Elf,Fighter,15,Champion,,,15
4456,23908,12,0,0,0,0,0,0,Genasi,Ranger,1,,,,1
4457,23914,12,15,12,18,13,16,18,Human,Warlock,1,The Fiend,,,1
4458,23920,12,8,8,15,15,15,8,Aarakocra,Cleric,1,Life Domain,,,1
4459,23923,12,0,0,0,0,0,0,Human,Paladin,1,,,,1
4460,23930,103,13,14,12,10,14,10,Human,Monk,20,Way of the Open Hand,,,20
4461,23938,16,10,11,12,10,14,11,Elf,Bard,2,,,,2
4462,23942,12,8,16,14,12,12,16,Tiefling,Warlock,1,The Fiend,,,1
4463,23955,12,15,10,14,12,13,8,Dwarf,Cleric,3,Life Domain,,,3
4464,23963,12,15,8,13,12,10,14,Human,Paladin,5,Oath of Devotion,,,5
4465,23973,12,6,10,9,3,9,8,Gnome,Warlock,3,The Fiend,,,3
4466,23994,12,10,15,14,10,14,16,Human,Bard,1,,,,1
4467,24002,12,13,15,14,10,12,8,Dragonborn,Monk,10,,,,10
4468,24014,12,0,0,0,0,0,0,Human,Sorcerer,1,Draconic Bloodline,,,1
4469,24015,12,12,10,13,15,14,8,Genasi,Sorcerer,1,Draconic Bloodline,,,1
4470,24021,12,0,0,0,0,0,0,Elf,Wizard,1,,,,1
4471,24022,12,15,19,14,11,16,12,Genasi,Monk,5,Way of the Open Hand,Barbarian,Path of the Berserker,8
4472,24029,12,10,15,13,10,13,12,Half-Elf,Rogue,1,,,,1
4473,24038,12,0,0,0,0,0,0,Dragonborn,Sorcerer,1,,,,1
4474,24039,12,0,0,0,0,0,0,Gnome,Bard,3,College of Lore,,,3
4475,24045,23,14,12,13,10,15,11,Halfling,Cleric,4,Knowledge Domain,,,4
4476,24048,124,4,16,11,16,13,15,Dwarf,Monk,6,Way of the Open Hand,Fighter/Paladin,Champion/Oath of Devotion,20
4477,24068,12,8,10,12,14,13,15,Human,Cleric,1,Life Domain,,,1
4478,24077,12,15,14,13,8,8,13,Human,Barbarian,1,,,,1
4479,24079,46,9,11,15,16,11,10,Aarakocra,Ranger,10,Hunter,,,10
4480,24080,12,0,0,0,0,0,0,Human,Wizard,1,,,,1
4481,24082,12,8,14,10,13,12,15,Halfling,Bard,1,,,,1
4482,24083,12,14,12,13,10,15,8,Human,Cleric,1,Life Domain,,,1
4483,24086,12,15,12,13,10,14,8,Dwarf,Fighter,3,Champion,,,3
4484,24102,120,16,13,14,13,17,12,Dwarf,Cleric,15,Forge Domain,,,15
4485,24104,12,0,0,0,0,0,0,Genasi,Wizard,5,School of Evocation,,,5
4486,24107,12,15,10,14,8,13,10,Dwarf,Fighter,1,,,,1
4487,24114,12,10,13,12,13,10,15,Genasi,Warlock,1,The Fiend,,,1
4488,24121,46,15,10,13,10,13,15,Human,Paladin,7,Oath of the Ancients,,,7
4489,24123,12,12,10,10,10,9,9,Dragonborn,Sorcerer,4,Draconic Bloodline,,,4
4490,24132,12,0,17,0,0,18,0,Elf,Ranger,9,,Rogue,,11
4491,24144,12,0,0,0,0,0,0,Dwarf,Ranger,1,,,,1
4492,24147,12,8,13,12,15,14,10,Genasi,Wizard,1,,,,1
4493,24149,12,8,12,13,14,15,10,Dwarf,Druid,1,,,,1
4494,24150,12,0,0,0,0,0,0,Halfling,Ranger,1,,,,1
4495,24165,12,0,0,0,0,0,0,Dwarf,Cleric,1,,,,1
4496,24169,12,15,14,8,13,12,10,Half-Elf,Fighter,1,,Rogue,,2
4497,24185,63,13,16,14,16,9,12,Goblin,Rogue,12,Arcane Trickster,,,12
4498,24191,12,0,0,0,0,0,0,Human,Bard,1,,,,1
4499,24193,12,14,10,15,8,13,12,Human,Paladin,1,,,,1
4500,24206,12,8,10,12,13,14,15,Human,Warlock,1,The Fiend,,,1
4501,24208,12,15,10,14,10,10,13,Human,Monk,1,,,,1
4502,24209,12,10,18,14,10,14,10,Human,Fighter,1,,,,1
4503,24210,12,12,14,13,8,10,15,Gnome,Rogue,1,,,,1
4504,24217,12,8,15,12,14,10,13,Gnome,Rogue,1,,,,1
4505,24219,12,14,13,15,8,12,10,Goliath,Barbarian,1,,,,1
4506,24220,12,8,14,14,10,12,14,Half-Elf,Bard,3,College of Lore,,,3
4507,24226,8,12,15,13,10,14,8,Human,Monk,1,,,,1
4508,24228,12,0,0,0,0,0,0,Tiefling,Warlock,1,,,,1
4509,24229,8,11,12,11,9,14,11,Dragonborn,Warlock,1,The Fiend,Sorcerer/Barbarian,Draconic Bloodline/Path of the Berserker,3
4510,24230,12,15,10,15,8,11,12,Half-Orc,Barbarian,3,Path of the Berserker,,,3
4511,24236,18,9,15,9,14,13,11,Gnome,Sorcerer,4,Draconic Bloodline,,,4
4512,24237,12,0,0,0,0,0,0,Gnome,Bard,1,,,,1
4513,24239,12,12,15,14,10,11,10,Aarakocra,Ranger,1,,,,1
4514,24240,12,0,0,0,0,0,0,Human,Fighter,1,,,,1
4515,24251,28,10,15,14,12,13,8,Half-Elf,Rogue,5,,,,5
4516,24253,12,0,0,0,0,0,0,Gnome,Cleric,1,,,,1
4517,24256,12,8,10,13,15,14,12,Human,Wizard,10,School of Evocation,,,10
4518,24264,12,8,14,14,15,12,8,Dragonborn,Wizard,1,,,,1
4519,24268,78,8,14,14,10,10,17,Dragonborn,Sorcerer,19,Draconic Bloodline,,,19
4520,24273,10,12,15,13,8,14,10,Elf,Ranger,3,Hunter,,,3
4521,24276,12,0,0,0,0,0,0,Dragonborn,Cleric,1,,,,1
4522,24283,12,12,15,14,10,13,8,Elf,Ranger,1,,,,1
4523,24290,45,12,14,16,14,14,18,Half-Elf,Warlock,1,,,,1
4524,24291,12,0,0,0,0,0,0,Tiefling,Warlock,1,,,,1
4525,24295,50,18,10,3,7,12,11,Dwarf,Wizard,2,School of Evocation,Cleric/Druid/Rogue,Life Domain/Circle of the Land (Arctic)/Thief,11
4526,24298,18,16,8,15,13,11,16,Half-Orc,Sorcerer,4,Draconic Bloodline,,,4
4527,24304,12,11,14,15,16,13,13,Gnome,Wizard,1,,,,1
4528,24308,12,8,14,13,12,15,10,Gnome,Druid,1,,,,1
4529,24312,10,14,16,12,6,13,12,Elf,Fighter,3,,,,3
4530,24313,12,13,14,14,15,15,14,Elf,Warlock,1,,,,1
4531,24318,12,14,13,11,10,13,13,Genasi,Fighter,1,,,,1
4532,24322,12,15,12,14,8,10,13,Half-Orc,Fighter,1,,,,1
4533,24324,12,26,17,24,15,13,16,Dragonborn,Fighter,1,,,,1
4534,24326,12,0,0,0,0,0,0,Gnome,Sorcerer,1,,,,1
4535,24330,12,0,0,0,0,0,0,Genasi,Cleric,1,,,,1
4536,24333,12,0,0,0,0,0,0,Elf,Druid,1,,,,1
4537,24337,12,12,13,14,8,10,15,Dragonborn,Warlock,1,The Fiend,,,1
4538,24348,10,15,10,13,8,12,14,Half-Elf,Paladin,1,,,,1
4539,24352,10,13,14,15,12,10,8,Genasi,Fighter,1,,,,1
4540,24353,12,8,14,14,18,13,9,Aasimar,Wizard,11,,,,11
4541,24355,12,8,13,10,11,12,17,Human,Rogue,1,,,,1
4542,24365,12,0,0,0,0,0,0,Gnome,Bard,7,College of Lore,,,7
4543,24371,25,16,16,11,14,6,11,Tiefling,Paladin,6,Oath of Devotion,,,6
4544,24381,12,8,13,10,14,12,15,Human,Warlock,1,The Fiend,,,1
4545,24386,12,14,15,13,8,12,10,Elf,Ranger,1,,,,1
4546,24388,12,0,0,0,0,0,0,Half-Elf,Cleric,1,,,,1
4547,24391,12,0,0,0,0,0,0,Half-Elf,Bard,1,,,,1
4548,24394,12,0,0,0,0,0,0,Genasi,Bard,1,,,,1
4549,24398,8,8,13,14,10,15,12,Goliath,Druid,1,,,,1
4550,24399,12,14,14,15,8,8,12,Halfling,Barbarian,1,,,,1
4551,24402,40,10,17,16,12,14,8,Genasi,Monk,6,Way of the Open Hand,,,6
4552,24417,8,0,0,0,0,0,0,Dragonborn,Warlock,1,,,,1
4553,24419,12,8,8,8,8,14,8,Elf,Wizard,1,,,,1
4554,24421,12,0,0,0,0,0,0,Human,Ranger,1,,,,1
4555,24429,20,12,14,5,9,11,7,Human,Fighter,3,Champion,,,3
4556,24434,50,12,18,14,11,14,14,Aasimar,Ranger,5,Monster Slayer,,,5
4557,24439,12,15,13,14,10,12,8,Halfling,Barbarian,1,,,,1
4558,24441,82,8,7,9,17,12,17,Halfling,Fighter,10,Champion,,,10
4559,24456,12,12,13,14,8,10,15,Dragonborn,Sorcerer,1,Draconic Bloodline,,,1
4560,24464,6,8,13,14,15,10,12,Dragonborn,Wizard,1,,,,1
4561,24465,16,12,15,10,9,12,14,Elf,Rogue,3,Thief,,,3
4562,24475,12,8,10,13,15,14,12,Human,Wizard,3,School of Evocation,,,3
4563,24477,12,15,13,12,10,8,14,Half-Elf,Warlock,1,,,,1
4564,24483,20,10,15,13,12,10,16,Human,Bard,7,College of Lore,,,7
4565,24486,21,10,8,12,15,14,14,Elf,Sorcerer,4,Draconic Bloodline,,,4
4566,24500,12,0,0,0,0,0,0,Human,Bard,1,,,,1
4567,24505,12,8,9,9,9,15,9,Aarakocra,Druid,1,,,,1
4568,24506,78,10,15,13,8,10,15,Half-Elf,Bard,15,College of Lore,,,15
4569,24508,36,15,11,12,15,16,13,Human,Rogue,8,Thief,,,8
4570,24517,12,13,15,12,14,9,9,Human,Fighter,1,,,,1
4571,24521,12,0,0,0,0,0,0,Tiefling,Bard,3,,Warlock,,4
4572,24525,12,0,0,0,0,0,0,Halfling,Bard,1,,,,1
4573,24526,38,14,20,14,14,14,18,Tiefling,Rogue,4,Thief,Warlock,The Fiend,7
4574,24530,12,16,16,16,13,16,8,Human,Fighter,8,Champion,,,8
4575,24533,12,0,0,0,0,0,0,Dwarf,Cleric,1,,,,1
4576,24536,12,0,0,0,0,0,0,Tiefling,Sorcerer,1,,,,1
4577,24543,12,14,10,14,12,15,13,Human,Paladin,1,,,,1
4578,24563,69,14,13,16,14,15,14,Dragonborn,Cleric,9,Life Domain,,,9
4579,24565,12,10,15,14,13,8,12,Human,Rogue,8,Thief,,,8
4580,24567,12,10,10,12,9,12,16,Dragonborn,Sorcerer,1,Draconic Bloodline,,,1
4581,24570,78,7,12,12,15,13,7,Genasi,Rogue,4,Thief,Warlock/Druid,The Fiend/Circle of the Land (Underdark),16
4582,24571,12,15,8,14,12,13,10,Gnome,Barbarian,20,,,,20
4583,24574,12,18,18,18,13,16,15,Half-Orc,Fighter,1,,,,1
4584,24577,38,10,15,8,13,12,14,Halfling,Rogue,7,Thief,,,7
4585,24578,12,0,0,0,0,0,0,Human,Fighter,5,,,,5
4586,24581,12,0,0,0,0,0,0,Elf,Wizard,1,,,,1
4587,24587,12,14,14,14,10,12,8,Dwarf,Barbarian,4,Path of the Berserker,,,4
4588,24590,12,18,0,16,0,0,0,Human,Monk,1,,,,1
4589,24591,12,0,0,0,0,0,0,Half-Elf,Wizard,6,,,,6
4590,24592,12,8,11,9,13,17,14,Human,Druid,1,,,,1
4591,24596,81,15,12,12,11,7,11,Dragonborn,Wizard,4,School of Evocation,Paladin,Oath of Devotion,11
4592,24597,12,0,0,0,0,0,0,Human,Paladin,20,Oath of Devotion,,,20
4593,24602,12,0,0,0,0,0,0,Half-Elf,Warlock,1,,,,1
4594,24608,12,10,14,14,10,15,8,Aarakocra,Monk,3,,,,3
4595,24613,8,8,13,14,10,15,12,Elf,Druid,1,,,,1
4596,24614,69,16,18,12,13,17,11,Human,Ranger,5,Hunter,Monk,Way of the Open Hand,8
4597,24616,14,13,11,13,16,11,14,Elf,Monk,4,Way of the Open Hand,,,4
4598,24619,12,15,8,14,8,12,14,Goliath,Paladin,1,,,,1
4599,24625,12,16,10,16,12,14,16,Dwarf,Paladin,1,,,,1
4600,24628,31,8,16,12,15,10,14,Half-Elf,Rogue,5,Thief,,,5
4601,24635,82,8,13,13,15,12,12,Human,Wizard,20,School of Evocation,,,20
4602,24639,12,16,6,14,13,12,15,Human,Fighter,1,,,,1
4603,24651,13,12,10,15,11,16,14,Half-Orc,Druid,2,Circle of the Land,,,2
4604,24659,58,16,11,15,7,12,14,Human,Paladin,9,Oath of Devotion,,,9
4605,24660,12,15,10,12,8,13,14,Half-Elf,Paladin,1,,,,1
4606,24675,12,14,8,15,10,12,13,Dragonborn,Paladin,3,,,,3
4607,24678,12,13,13,10,10,12,15,Human,Bard,1,,,,1
4608,24690,52,7,11,13,14,14,16,Tiefling,Warlock,5,,Sorcerer,,8
4609,24698,12,0,0,0,0,0,0,Human,Fighter,5,,,,5
4610,24702,0,10,17,14,11,18,15,Genasi,Druid,10,Circle of the Land (Underdark),,,10
4611,24705,36,12,16,16,14,14,12,Elf,Rogue,1,,Monk,Way of the Open Hand,5
4612,24709,12,15,13,14,12,10,8,Dwarf,Barbarian,1,,,,1
4613,24710,12,13,15,14,10,12,8,Human,Fighter,1,,,,1
4614,24723,34,12,14,13,10,14,10,Elf,Druid,5,,,,5
4615,24724,82,11,14,14,14,11,18,Human,Sorcerer,20,Draconic Bloodline,,,20
4616,24725,14,10,15,12,9,13,10,Dwarf,Sorcerer,5,Draconic Bloodline,,,5
4617,24730,36,9,12,14,16,9,10,Human,Monk,5,Way of the Open Hand,,,5
4618,24739,12,8,10,12,15,14,13,Tiefling,Wizard,1,,,,1
4619,24741,12,0,0,0,0,0,0,Elf,Ranger,1,,,,1
4620,24748,12,8,11,13,12,7,16,Halfling,Barbarian,1,,,,1
4621,24754,23,0,0,0,0,0,0,Elf,Rogue,4,Thief,,,4
4622,24761,12,8,10,12,10,13,14,Elf,Bard,1,,,,1
4623,24762,103,10,14,15,12,12,17,Tiefling,Bard,20,College of Lore,,,20
4624,24766,12,8,15,14,10,13,12,Genasi,Fighter,1,,,,1
4625,25758,12,0,0,0,0,0,0,Elf,Wizard,1,,,,1
4626,25760,12,0,0,0,0,0,0,Elf,Rogue,1,,,,1
4627,25769,12,0,0,0,0,0,0,Tiefling,Warlock,3,The Fiend,,,3
4628,25778,12,12,14,15,10,13,8,Human,Ranger,1,,,,1
4629,25799,12,12,15,13,14,10,8,Elf,Rogue,1,,,,1
4630,25806,12,22,18,20,10,13,11,Half-Orc,Barbarian,1,,,,1
4631,25826,12,15,13,14,10,12,8,Dwarf,Barbarian,1,,,,1
4632,25828,6,8,13,16,12,8,11,Tiefling,Wizard,1,,,,1
4633,25833,12,10,14,15,12,13,8,Elf,Ranger,1,,,,1
4634,25835,6,8,14,13,15,0,10,Gnome,Wizard,3,,,,3
4635,25836,30,17,10,10,13,12,9,Dwarf,Sorcerer,5,Draconic Bloodline,,,5
4636,25841,64,16,7,14,9,13,16,Human,Paladin,10,Oath of Devotion,,,10
4637,25856,12,15,13,15,8,10,10,Human,Fighter,13,Battle Master,,,13
4638,25858,12,12,15,13,14,8,10,Dwarf,Fighter,1,,,,1
4639,25860,12,12,13,15,10,8,14,Half-Elf,Paladin,6,,Sorcerer,Draconic Bloodline,7
4640,25863,12,10,15,13,10,14,10,Elf,Monk,10,Way of the Open Hand,,,10
4641,25883,12,8,15,15,14,10,8,Human,Rogue,9,,,,9
4642,25884,46,11,16,11,13,12,14,Tiefling,Paladin,6,Oath of Devotion,,,6
4643,25885,12,8,10,12,14,13,15,Human,Sorcerer,2,Draconic Bloodline,,,2
4644,25892,12,15,11,13,8,9,15,Goliath,Paladin,1,,,,1
4645,25896,10,15,13,14,10,12,8,Human,Fighter,1,,,,1
4646,25907,12,15,14,13,10,8,12,Goliath,Fighter,1,,,,1
4647,25909,12,0,0,0,0,0,0,Dragonborn,Warlock,1,,,,1
4648,25920,6,8,13,14,12,10,15,Genasi,Sorcerer,1,Draconic Bloodline,,,1
4649,25926,12,8,8,8,8,8,8,Elf,Bard,1,,,,1
4650,25928,20,7,15,12,8,11,13,Genasi,Monk,3,Way of the Open Hand,,,3
4651,25936,12,0,0,0,0,0,0,Human,Fighter,5,,,,5
4652,25954,12,0,0,0,0,0,0,Dragonborn,Warlock,1,The Fiend,,,1
4653,25958,12,15,10,14,12,8,13,Human,Paladin,1,,,,1
4654,25959,12,8,10,14,13,12,15,Tiefling,Warlock,1,The Fiend,,,1
4655,25966,12,0,0,0,0,0,0,Elf,Barbarian,1,,,,1
4656,25975,46,17,11,18,8,12,12,Genasi,Fighter,7,Champion,,,7
4657,25978,84,10,13,8,15,14,12,Halfling,Wizard,18,School of Conjuration,Rogue/Cleric,Trickery Domain,20
4658,25985,12,0,0,0,0,0,0,Half-Elf,Fighter,5,,,,5
4659,25986,12,11,14,16,12,12,18,Human,Warlock,4,The Fiend,,,4
4660,25989,26,0,0,0,0,0,0,Half-Elf,Wizard,5,,,,5
4661,25993,12,0,0,0,0,0,0,Half-Elf,Sorcerer,1,Draconic Bloodline,,,1
4662,26002,103,14,10,13,12,15,8,Dwarf,Cleric,20,War Domain,,,20
4663,26003,8,15,14,12,12,13,8,Human,Monk,1,,,,1
4664,26004,12,0,0,0,0,0,0,Tiefling,Bard,7,College of Lore,,,7
4665,26014,34,0,0,0,0,0,0,Gnome,Ranger,5,,,,5
4666,26021,12,0,0,0,0,0,0,Elf,Monk,1,,,,1
4667,26026,16,8,12,13,15,14,10,Elf,Wizard,3,School of Evocation,,,3
4668,26028,12,15,13,12,8,14,10,Half-Orc,Druid,1,,,,1
4669,26040,16,11,9,10,10,13,12,Aarakocra,Warlock,5,The Fiend,,,5
4670,26043,25,14,10,15,11,10,12,Half-Orc,Fighter,3,Champion,,,3
4671,26044,12,15,15,15,15,8,8,Dwarf,Barbarian,1,,,,1
4672,26053,12,0,0,0,0,0,0,Halfling,Cleric,1,,,,1
4673,26054,12,13,14,15,8,10,12,Half-Orc,Barbarian,1,,,,1
4674,26057,8,8,13,14,12,10,15,Tiefling,Warlock,3,The Fiend,,,3
4675,26066,12,8,14,10,13,12,15,Human,Bard,1,,,,1
4676,26070,40,12,3,15,12,11,11,Dwarf,Fighter,6,Champion,,,6
4677,26071,12,8,12,10,13,14,15,Half-Elf,Warlock,1,The Fiend,,,1
4678,26076,10,15,13,14,10,12,8,Human,Fighter,1,,,,1
4679,26084,12,13,12,14,15,10,8,Half-Orc,Barbarian,1,,Wizard,School of Evocation,10
4680,26093,12,0,0,0,0,0,0,Dragonborn,Paladin,1,,,,1
4681,26095,12,16,10,16,11,12,12,Dwarf,Paladin,1,,,,1
4682,26102,34,16,11,16,12,12,15,Elf,Paladin,5,Oath of Devotion,,,5
4683,26106,12,15,13,13,10,12,10,Dragonborn,Paladin,1,,,,1
4684,26110,12,15,13,14,8,10,12,Elf,Fighter,1,,,,1
4685,26116,124,15,13,14,8,12,10,Human,Barbarian,17,Path of the Berserker,,,17
4686,26131,12,18,14,14,11,14,14,Half-Elf,Fighter,1,,,,1
4687,26137,99,15,14,15,8,10,8,Half-Orc,Barbarian,10,Path of the Totem Warrior,Fighter,Champion,14
4688,26138,12,0,0,0,0,0,0,Half-Elf,Sorcerer,3,,,,3
4689,26148,10,12,15,13,8,14,10,Human,Ranger,5,Hunter,,,5
4690,26165,8,9,10,10,13,17,14,Elf,Druid,1,,,,1
4691,26168,12,12,18,14,9,16,10,Halfling,Monk,3,Way of the Open Hand,,,3
4692,26170,12,10,15,13,12,12,11,Elf,Rogue,1,,,,1
4693,26187,8,8,13,14,12,10,15,Human,Warlock,1,The Fiend,,,1
4694,26188,12,12,12,12,14,12,12,Human,Fighter,1,,,,1
4695,26190,12,16,13,15,12,8,12,Goliath,Barbarian,10,Path of the Berserker,,,10
4696,26191,13,15,10,14,10,11,12,Human,Fighter,1,,,,1
4697,26196,8,8,13,14,12,10,15,Half-Elf,Warlock,1,The Fiend,,,1
4698,26199,12,10,13,12,14,13,12,Elf,Rogue,1,,,,1
4699,26203,12,10,12,15,13,12,8,Tiefling,Rogue,1,,,,1
4700,26204,12,14,12,13,15,8,10,Halfling,Rogue,5,Thief,,,5
4701,26206,12,12,14,13,10,15,8,Aarakocra,Monk,5,,,,5
4702,26215,12,8,14,13,12,15,10,Elf,Monk,1,,,,1
4703,26218,46,15,10,14,8,8,15,Dragonborn,Paladin,7,Oath of Devotion,,,7
4704,26219,12,10,13,12,13,13,17,Halfling,Bard,1,,,,1
4705,26222,12,0,0,0,0,0,0,Dwarf,Cleric,1,,,,1
4706,26225,34,13,15,12,10,14,8,Half-Elf,Ranger,5,Hunter,,,5
4707,26228,12,0,0,0,0,0,0,Human,Bard,5,,,,5
4708,26232,12,0,0,0,0,0,0,Tiefling,Bard,1,,,,1
4709,26234,12,0,0,0,0,0,0,Dragonborn,Barbarian,1,,,,1
4710,26236,101,6,16,11,10,15,10,Elf,Wizard,20,School of Evocation,,,20
4711,26245,12,15,12,15,9,11,9,Human,Fighter,4,Samurai,,,4
4712,26246,12,16,12,13,11,8,5,Dwarf,Fighter,1,,,,1
4713,26256,12,0,0,0,0,0,0,Tiefling,Warlock,3,The Fiend,,,3
4714,26263,12,16,14,16,12,18,10,Dwarf,Cleric,10,Life Domain,,,10
4715,26271,15,13,15,13,7,16,9,Gnome,Monk,3,Way of the Open Hand,,,3
4716,26280,12,15,13,14,10,12,8,Dwarf,Barbarian,1,,,,1
4717,26286,12,8,12,10,13,14,15,Human,Bard,1,,,,1
4718,26288,12,8,13,15,14,10,12,Half-Elf,Wizard,1,,,,1
4719,26293,12,14,12,13,10,8,15,Half-Elf,Paladin,1,,,,1
4720,26296,12,8,15,12,13,10,14,Human,Ranger,1,,,,1
4721,26299,12,15,11,14,8,9,14,Goliath,Paladin,1,,,,1
4722,26304,12,9,10,13,15,13,13,Tiefling,Wizard,1,,,,1
4723,26322,44,8,15,12,11,10,15,Dragonborn,Sorcerer,8,Draconic Bloodline,Warlock,The Celestial,10
4724,26323,12,0,0,0,0,0,0,Human,Cleric,1,,,,1
4725,26325,12,14,13,15,8,12,10,Half-Orc,Barbarian,17,Path of the Berserker,Fighter,Champion,20
4726,26330,12,16,12,15,12,11,11,Half-Orc,Fighter,1,,,,1
4727,26347,22,8,10,14,12,12,8,Aarakocra,Rogue,3,Thief,,,3
4728,26362,12,8,12,10,14,13,15,Human,Wizard,1,,,,1
4729,26364,12,13,13,11,11,10,15,Human,Bard,1,,,,1
4730,26370,12,17,10,15,10,17,15,Human,Fighter,8,Champion,,,8
4731,26371,12,0,0,0,0,0,0,Half-Elf,Wizard,5,,,,5
4732,26375,12,0,0,0,0,0,0,Tiefling,Warlock,1,,,,1
4733,26377,12,8,14,14,8,15,12,Elf,Monk,1,,,,1
4734,26386,12,12,18,13,11,18,7,Elf,Ranger,11,Hunter,,,11
4735,26390,12,13,8,14,10,15,12,Human,Cleric,1,Life Domain,,,1
4736,26391,12,12,14,13,8,10,15,Half-Orc,Bard,3,,,,3
4737,26395,12,8,12,14,13,12,14,Tiefling,Warlock,5,The Fiend,,,5
4738,26398,12,8,15,10,14,12,13,Human,Rogue,7,Thief,,,7
4739,26399,25,8,14,12,10,15,13,Halfling,Ranger,5,Hunter,,,5
4740,26400,10,15,12,6,10,10,13,Dwarf,Fighter,1,,,,1
4741,26410,12,12,14,14,9,14,9,Halfling,Monk,5,Way of the Open Hand,,,5
4742,26411,12,14,13,14,10,10,12,Human,Fighter,1,,,,1
4743,26413,12,11,13,14,13,13,10,Half-Elf,Ranger,1,,,,1
4744,26418,53,8,10,14,12,13,15,Tiefling,Sorcerer,7,Wild Magic,Druid,Circle of the Land (Underdark),9
4745,26427,12,18,20,19,8,13,14,Dragonborn,Barbarian,1,,,,1
4746,26428,12,0,0,0,0,0,0,Tiefling,Cleric,1,,,,1
4747,26430,12,0,0,0,0,0,0,Dwarf,Barbarian,1,,,,1
4748,26443,12,14,10,15,14,17,12,Half-Elf,Cleric,4,Life Domain,,,4
4749,26448,12,0,0,0,0,0,0,Genasi,Monk,1,,,,1
4750,26450,12,8,12,14,10,15,13,Elf,Druid,1,,,,1
4751,26451,12,0,0,0,0,0,0,Human,Wizard,8,,,,8
4752,26453,12,15,13,13,11,8,13,Dwarf,Fighter,1,,,,1
4753,26454,90,14,10,15,12,13,10,Half-Orc,Barbarian,2,,Fighter/Ranger,Champion/Hunter,11
4754,26463,12,8,13,10,14,12,15,Dragonborn,Bard,7,College of Lore,,,7
4755,26470,12,0,0,0,0,0,0,Human,Wizard,1,,,,1
4756,26475,12,8,14,13,15,12,10,Gnome,Wizard,1,,,,1
4757,26476,12,15,11,15,8,10,12,Half-Orc,Fighter,1,,,,1
